(1, 0)
(33, 0)
(34, 0)
(2, 1)
(33, 1)
(34, 1)
(35, 1)
(3, 2)
(34, 2)
(35, 2)
(36, 2)
(4, 3)
(35, 3)
(36, 3)
(37, 3)
(5, 4)
(36, 4)
(37, 4)
(38, 4)
(6, 5)
(37, 5)
(38, 5)
(39, 5)
(7, 6)
(38, 6)
(39, 6)
(40, 6)
(8, 7)
(39, 7)
(40, 7)
(41, 7)
(9, 8)
(40, 8)
(41, 8)
(42, 8)
(10, 9)
(41, 9)
(42, 9)
(43, 9)
(11, 10)
(42, 10)
(43, 10)
(44, 10)
(43, 11)
(44, 11)
(13, 12)
(45, 12)
(46, 12)
(14, 13)
(45, 13)
(46, 13)
(47, 13)
(15, 14)
(46, 14)
(47, 14)
(48, 14)
(16, 15)
(47, 15)
(48, 15)
(49, 15)
(17, 16)
(48, 16)
(49, 16)
(50, 16)
(49, 17)
(50, 17)
(51, 18)
(20, 19)
(52, 19)
(53, 19)
(21, 20)
(52, 20)
(53, 20)
(54, 20)
(22, 21)
(53, 21)
(54, 21)
(55, 21)
(23, 22)
(54, 22)
(55, 22)
(56, 22)
(24, 23)
(55, 23)
(56, 23)
(57, 23)
(25, 24)
(56, 24)
(57, 24)
(58, 24)
(57, 25)
(58, 25)
(59, 26)
(28, 27)
(60, 27)
(61, 27)
(29, 28)
(60, 28)
(61, 28)
(62, 28)
(30, 29)
(32, 29)
(61, 29)
(62, 29)
(63, 29)
(65, 29)
(31, 30)
(62, 30)
(63, 30)
(64, 30)
(63, 31)
(64, 31)
(62, 32)
(65, 32)
(34, 33)
(66, 33)
(67, 33)
(35, 34)
(66, 34)
(67, 34)
(68, 34)
(36, 35)
(67, 35)
(68, 35)
(69, 35)
(37, 36)
(68, 36)
(69, 36)
(70, 36)
(38, 37)
(69, 37)
(70, 37)
(71, 37)
(39, 38)
(70, 38)
(71, 38)
(72, 38)
(40, 39)
(71, 39)
(72, 39)
(73, 39)
(41, 40)
(72, 40)
(73, 40)
(74, 40)
(42, 41)
(73, 41)
(74, 41)
(75, 41)
(43, 42)
(74, 42)
(75, 42)
(76, 42)
(44, 43)
(75, 43)
(76, 43)
(77, 43)
(76, 44)
(77, 44)
(46, 45)
(78, 45)
(79, 45)
(47, 46)
(78, 46)
(79, 46)
(80, 46)
(48, 47)
(79, 47)
(80, 47)
(81, 47)
(49, 48)
(80, 48)
(81, 48)
(82, 48)
(50, 49)
(81, 49)
(82, 49)
(83, 49)
(82, 50)
(83, 50)
(84, 51)
(53, 52)
(85, 52)
(86, 52)
(54, 53)
(85, 53)
(86, 53)
(87, 53)
(55, 54)
(86, 54)
(87, 54)
(88, 54)
(56, 55)
(87, 55)
(88, 55)
(89, 55)
(57, 56)
(88, 56)
(89, 56)
(90, 56)
(58, 57)
(89, 57)
(90, 57)
(91, 57)
(90, 58)
(91, 58)
(92, 59)
(61, 60)
(93, 60)
(94, 60)
(62, 61)
(93, 61)
(94, 61)
(95, 61)
(63, 62)
(65, 62)
(94, 62)
(95, 62)
(96, 62)
(98, 62)
(64, 63)
(95, 63)
(96, 63)
(97, 63)
(96, 64)
(97, 64)
(95, 65)
(98, 65)
(67, 66)
(99, 66)
(100, 66)
(68, 67)
(99, 67)
(100, 67)
(101, 67)
(69, 68)
(100, 68)
(101, 68)
(102, 68)
(70, 69)
(101, 69)
(102, 69)
(103, 69)
(71, 70)
(102, 70)
(103, 70)
(104, 70)
(72, 71)
(103, 71)
(104, 71)
(105, 71)
(73, 72)
(104, 72)
(105, 72)
(106, 72)
(74, 73)
(105, 73)
(106, 73)
(107, 73)
(75, 74)
(106, 74)
(107, 74)
(108, 74)
(76, 75)
(107, 75)
(108, 75)
(109, 75)
(77, 76)
(108, 76)
(109, 76)
(110, 76)
(109, 77)
(110, 77)
(79, 78)
(111, 78)
(112, 78)
(80, 79)
(111, 79)
(112, 79)
(113, 79)
(81, 80)
(112, 80)
(113, 80)
(114, 80)
(82, 81)
(113, 81)
(114, 81)
(115, 81)
(83, 82)
(114, 82)
(115, 82)
(116, 82)
(115, 83)
(116, 83)
(117, 84)
(86, 85)
(118, 85)
(119, 85)
(87, 86)
(118, 86)
(119, 86)
(120, 86)
(88, 87)
(119, 87)
(120, 87)
(121, 87)
(89, 88)
(120, 88)
(121, 88)
(122, 88)
(90, 89)
(121, 89)
(122, 89)
(123, 89)
(91, 90)
(122, 90)
(123, 90)
(124, 90)
(123, 91)
(124, 91)
(125, 92)
(94, 93)
(126, 93)
(127, 93)
(95, 94)
(126, 94)
(127, 94)
(128, 94)
(96, 95)
(98, 95)
(127, 95)
(128, 95)
(129, 95)
(131, 95)
(97, 96)
(128, 96)
(129, 96)
(130, 96)
(129, 97)
(130, 97)
(128, 98)
(131, 98)
(100, 99)
(132, 99)
(133, 99)
(101, 100)
(132, 100)
(133, 100)
(134, 100)
(102, 101)
(133, 101)
(134, 101)
(135, 101)
(103, 102)
(134, 102)
(135, 102)
(136, 102)
(104, 103)
(135, 103)
(136, 103)
(137, 103)
(105, 104)
(136, 104)
(137, 104)
(138, 104)
(106, 105)
(137, 105)
(138, 105)
(139, 105)
(107, 106)
(138, 106)
(139, 106)
(140, 106)
(108, 107)
(139, 107)
(140, 107)
(141, 107)
(109, 108)
(140, 108)
(141, 108)
