(1, 0)
(2, 0)
(3, 0)
(4, 0)
(6, 0)
(12, 0)
(14, 0)
(18, 0)
(21, 0)
(24, 0)
(25, 0)
(31, 0)
(32, 0)
(33, 0)
(44, 0)
(46, 0)
(48, 0)
(50, 0)
(52, 0)
(56, 0)
(64, 0)
(71, 0)
(72, 0)
(77, 0)
(90, 0)
(96, 0)
(104, 0)
(105, 0)
(114, 0)
(118, 0)
(132, 0)
(146, 0)
(165, 0)
(167, 0)
(178, 0)
(183, 0)
(187, 0)
(193, 0)
(204, 0)
(218, 0)
(233, 0)
(236, 0)
(288, 0)
(294, 0)
(313, 0)
(317, 0)
(321, 0)
(333, 0)
(343, 0)
(344, 0)
(352, 0)
(369, 0)
(373, 0)
(399, 0)
(412, 0)
(439, 0)
(462, 0)
(476, 0)
(486, 0)
(487, 0)
(507, 0)
(517, 0)
(542, 0)
(547, 0)
(553, 0)
(557, 0)
(575, 0)
(641, 0)
(672, 0)
(687, 0)
(707, 0)
(714, 0)
(722, 0)
(734, 0)
(741, 0)
(769, 0)
(782, 0)
(798, 0)
(2, 1)
(3, 1)
(4, 1)
(5, 1)
(6, 1)
(7, 1)
(10, 1)
(13, 1)
(15, 1)
(22, 1)
(23, 1)
(25, 1)
(27, 1)
(31, 1)
(34, 1)
(35, 1)
(37, 1)
(39, 1)
(46, 1)
(47, 1)
(57, 1)
(62, 1)
(63, 1)
(66, 1)
(73, 1)
(75, 1)
(82, 1)
(85, 1)
(93, 1)
(100, 1)
(113, 1)
(124, 1)
(127, 1)
(147, 1)
(151, 1)
(164, 1)
(173, 1)
(195, 1)
(202, 1)
(218, 1)
(219, 1)
(222, 1)
(238, 1)
(243, 1)
(289, 1)
(297, 1)
(304, 1)
(305, 1)
(313, 1)
(325, 1)
(349, 1)
(355, 1)
(367, 1)
(368, 1)
(383, 1)
(402, 1)
(416, 1)
(426, 1)
(432, 1)
(453, 1)
(480, 1)
(492, 1)
(524, 1)
(547, 1)
(549, 1)
(554, 1)
(575, 1)
(583, 1)
(587, 1)
(590, 1)
(599, 1)
(610, 1)
(635, 1)
(689, 1)
(708, 1)
(720, 1)
(725, 1)
(728, 1)
(732, 1)
(735, 1)
(756, 1)
(767, 1)
