(1, 0)
(2, 0)
(3, 0)
(4, 0)
(2, 1)
(3, 1)
(5, 1)
(6, 1)
(9, 1)
(4, 2)
(5, 2)
(7, 2)
(10, 2)
(4, 3)
(6, 3)
(8, 3)
(11, 3)
(7, 4)
(8, 4)
(12, 4)
(9, 5)
(10, 5)
(13, 5)
(15, 5)
(9, 6)
(11, 6)
(14, 6)
(16, 6)
(10, 7)
(12, 7)
(17, 7)
(19, 7)
(11, 8)
(12, 8)
(18, 8)
(20, 8)
(13, 9)
(14, 9)
(21, 9)
(15, 10)
(17, 10)
(22, 10)
(16, 11)
(18, 11)
(23, 11)
(19, 12)
(20, 12)
(24, 12)
(15, 13)
(21, 13)
(25, 13)
(29, 13)
(16, 14)
(21, 14)
(26, 14)
(30, 14)
(22, 15)
(25, 15)
(31, 15)
(23, 16)
(26, 16)
(32, 16)
(19, 17)
(22, 17)
(27, 17)
(33, 17)
(20, 18)
(23, 18)
(28, 18)
(34, 18)
(24, 19)
(27, 19)
(35, 19)
(24, 20)
(28, 20)
(36, 20)
(29, 21)
(30, 21)
(37, 21)
(31, 22)
(33, 22)
(38, 22)
(32, 23)
(34, 23)
(39, 23)
(35, 24)
(36, 24)
(40, 24)
(29, 25)
(31, 25)
(41, 25)
(43, 25)
(30, 26)
(32, 26)
(42, 26)
(44, 26)
(33, 27)
(35, 27)
(45, 27)
(47, 27)
(34, 28)
(36, 28)
(46, 28)
(48, 28)
(37, 29)
(41, 29)
(49, 29)
(37, 30)
(42, 30)
(50, 30)
(38, 31)
(43, 31)
(51, 31)
(39, 32)
(44, 32)
(52, 32)
(38, 33)
(45, 33)
(53, 33)
(39, 34)
(46, 34)
(54, 34)
(40, 35)
(47, 35)
(55, 35)
(40, 36)
(48, 36)
(56, 36)
(49, 37)
(50, 37)
(57, 37)
(51, 38)
(53, 38)
(58, 38)
(52, 39)
(54, 39)
(59, 39)
(55, 40)
(56, 40)
(60, 40)
(43, 41)
(49, 41)
(61, 41)
(65, 41)
(44, 42)
(50, 42)
(62, 42)
(66, 42)
(51, 43)
(61, 43)
(67, 43)
(52, 44)
(62, 44)
(68, 44)
(47, 45)
(53, 45)
(63, 45)
(69, 45)
(48, 46)
(54, 46)
