(1, 0)
(6, 0)
(9, 0)
(12, 0)
(19, 0)
(24, 0)
(25, 0)
(2, 1)
(7, 1)
(10, 1)
(12, 1)
(19, 1)
(24, 1)
(25, 1)
(3, 2)
(8, 2)
(11, 2)
(12, 2)
(19, 2)
(24, 2)
(25, 2)
(4, 3)
(5, 3)
(19, 3)
(1, 4)
(2, 4)
(13, 4)
(27, 5)
(32, 5)
(35, 5)
(38, 5)
(45, 5)
(50, 5)
(51, 5)
(28, 6)
(33, 6)
(36, 6)
(38, 6)
(45, 6)
(50, 6)
(51, 6)
(29, 7)
(34, 7)
(37, 7)
(38, 7)
(45, 7)
(50, 7)
(51, 7)
(30, 8)
(31, 8)
(45, 8)
(27, 9)
(28, 9)
(29, 9)
(30, 9)
(39, 9)
(53, 10)
(63, 11)
(66, 12)
(69, 12)
(72, 12)
(78, 12)
(81, 12)
(96, 12)
(100, 12)
(102, 12)
(67, 13)
(70, 13)
(73, 13)
(79, 13)
(81, 13)
(96, 13)
(100, 13)
(102, 13)
(68, 14)
(71, 14)
(74, 14)
(80, 14)
(81, 14)
(96, 14)
(100, 14)
(102, 14)
(75, 15)
(76, 15)
(77, 15)
(66, 16)
(67, 16)
(68, 16)
(75, 16)
(82, 16)
(105, 17)
(108, 17)
(113, 17)
(116, 17)
(129, 17)
(133, 17)
(135, 17)
(106, 18)
(109, 18)
(114, 18)
(116, 18)
(129, 18)
(133, 18)
(135, 18)
(107, 19)
(110, 19)
(115, 19)
(116, 19)
(129, 19)
(133, 19)
(135, 19)
(111, 20)
(112, 20)
(105, 21)
(106, 21)
(107, 21)
(111, 21)
(117, 21)
(138, 22)
(141, 22)
(146, 22)
(149, 22)
(162, 22)
(166, 22)
(168, 22)
(139, 23)
(142, 23)
(147, 23)
(149, 23)
(162, 23)
(166, 23)
(168, 23)
(140, 24)
(143, 24)
(148, 24)
(149, 24)
(162, 24)
(166, 24)
(168, 24)
(144, 25)
(145, 25)
(138, 26)
(139, 26)
(140, 26)
(144, 26)
(150, 26)
(171, 27)
(174, 27)
(179, 27)
(182, 27)
(195, 27)
(199, 27)
(201, 27)
(172, 28)
(175, 28)
(180, 28)
(182, 28)
(195, 28)
(199, 28)
(201, 28)
(173, 29)
(176, 29)
(181, 29)
(182, 29)
(195, 29)
(199, 29)
(201, 29)
(177, 30)
(178, 30)
(171, 31)
(172, 31)
(173, 31)
(177, 31)
(183, 31)
(204, 32)
(207, 32)
(212, 32)
(215, 32)
(228, 32)
(232, 32)
(234, 32)
(205, 33)
(208, 33)
(213, 33)
(215, 33)
(228, 33)
(232, 33)
(234, 33)
(206, 34)
(209, 34)
(214, 34)
(215, 34)
(228, 34)
(232, 34)
(234, 34)
(210, 35)
(211, 35)
(204, 36)
(205, 36)
(206, 36)
(210, 36)
(216, 36)
(237, 37)
(240, 37)
(245, 37)
(248, 37)
(261, 37)
(265, 37)
(267, 37)
(238, 38)
(241, 38)
(246, 38)
(248, 38)
(261, 38)
(265, 38)
(267, 38)
(239, 39)
(242, 39)
(247, 39)
(248, 39)
(261, 39)
(265, 39)
(267, 39)
(243, 40)
(244, 40)
(237, 41)
(238, 41)
(239, 41)
(243, 41)
(249, 41)
(270, 42)
(273, 42)
(278, 42)
(281, 42)
(294, 42)
(298, 42)
(300, 42)
(271, 43)
(274, 43)
(279, 43)
(281, 43)
(294, 43)
(298, 43)
(300, 43)
(272, 44)
(275, 44)
(280, 44)
(281, 44)
(294, 44)
(298, 44)
(300, 44)
(276, 45)
(277, 45)
(270, 46)
(271, 46)
(272, 46)
(276, 46)
(282, 46)
(303, 47)
(306, 47)
(311, 47)
(314, 47)
(327, 47)
(331, 47)
(333, 47)
(304, 48)
(307, 48)
(312, 48)
(314, 48)
(327, 48)
(331, 48)
(333, 48)
(305, 49)
(308, 49)
(313, 49)
(314, 49)
(327, 49)
(331, 49)
(333, 49)
(309, 50)
(310, 50)
(303, 51)
(304, 51)
(305, 51)
(309, 51)
(315, 51)
