(2, 1)
(7, 2)
(8, 3)
(9, 4)
(10, 5)
(11, 6)
(12, 7)
(13, 8)
(14, 9)
(15, 10)
(17, 11)
(19, 12)
(20, 13)
(21, 14)
(23, 15)
(24, 16)
(25, 17)
(26, 18)
(27, 19)
(28, 20)
(29, 21)
(30, 22)
(31, 23)
(32, 24)
(33, 25)
(34, 26)
(35, 27)
(37, 28)
(38, 29)
(39, 30)
(40, 31)
(41, 32)
(42, 33)
(43, 34)
(44, 35)
(45, 36)
(46, 37)
(47, 38)
(48, 39)
(49, 40)
(50, 41)
(51, 42)
(52, 43)
(53, 44)
(54, 45)
(55, 46)
(56, 47)
(57, 48)
(58, 49)
(59, 50)
(60, 51)
(61, 52)
(62, 53)
(63, 54)
(64, 55)
(65, 56)
(67, 57)
(68, 58)
(69, 59)
(70, 60)
(71, 61)
(72, 62)
(73, 63)
(74, 64)
(77, 65)
(78, 66)
(79, 67)
(80, 68)
(81, 69)
(82, 70)
(86, 71)
(87, 72)
(88, 73)
(89, 74)
(90, 75)
(91, 76)
(92, 77)
(93, 78)
(94, 79)
(98, 80)
(99, 81)
(101, 82)
(102, 83)
(104, 84)
(105, 85)
(108, 86)
(109, 87)
(110, 88)
(111, 89)
(112, 90)
(113, 91)
(114, 92)
(115, 93)
(116, 94)
(117, 95)
(118, 96)
(119, 97)
(120, 98)
(121, 99)
(122, 100)
(123, 101)
(124, 102)
(125, 103)
(126, 104)
(127, 105)
(128, 106)
(129, 107)
(130, 108)
(131, 109)
(132, 110)
(133, 111)
(134, 112)
(135, 113)
(136, 114)
(137, 115)
(138, 116)
(139, 117)
(140, 118)
(141, 119)
(142, 120)
(143, 121)
(144, 122)
(145, 123)
(146, 124)
(147, 125)
(148, 126)
(149, 127)
(150, 128)
(151, 129)
(152, 130)
(153, 131)
(154, 132)
(155, 133)
(156, 134)
(157, 135)
(158, 136)
(159, 137)
(160, 138)
(161, 139)
(162, 140)
(163, 141)
(164, 142)
(165, 143)
(166, 144)
(167, 145)
(168, 146)
(169, 147)
(171, 148)
(172, 149)
(173, 150)
(174, 151)
(175, 152)
(176, 153)
(177, 154)
(178, 155)
(179, 156)
(180, 157)
(182, 158)
(184, 159)
(185, 160)
(186, 161)
(187, 162)
(189, 163)
(190, 164)
(191, 165)
(192, 166)
(193, 167)
(194, 168)
(199, 169)
(200, 170)
(201, 171)
(202, 172)
(203, 173)
(204, 174)
(205, 175)
(206, 176)
(207, 177)
(209, 178)
(210, 179)
(211, 180)
(212, 181)
(214, 182)
(215, 183)
(216, 184)
(217, 185)
(219, 186)
(220, 187)
(221, 188)
(222, 189)
(188, 190)
(189, 190)
(190, 191)
(212, 191)
(185, 192)
(187, 192)
(22, 193)
(45, 193)
(219, 194)
(220, 194)
(221, 194)
(18, 195)
(45, 195)
(46, 196)
(52, 196)
(59, 196)
(208, 197)
(209, 197)
(88, 198)
(92, 198)
(93, 198)
(23, 199)
(35, 199)
(39, 199)
(185, 200)
(193, 200)
(19, 201)
(21, 201)
(35, 201)
(0, 202)
(101, 203)
(3, 204)
(213, 204)
(41, 205)
(42, 205)
(43, 205)
(44, 205)
(46, 205)
(87, 206)
(89, 206)
(90, 206)
(92, 206)
(93, 206)
(130, 207)
(131, 207)
(111, 208)
(112, 208)
(113, 208)
(114, 208)
(100, 209)
(102, 209)
(103, 209)
(104, 209)
(105, 209)
(40, 210)
(41, 210)
(197, 211)
(98, 212)
(117, 212)
(198, 213)
(152, 214)
(153, 214)
(16, 215)
(45, 215)
(141, 216)
(142, 216)
(108, 217)
(109, 217)
(110, 217)
(36, 218)
(37, 218)
(38, 218)
(40, 218)
(63, 219)
(64, 219)
(17, 220)
(20, 220)
(35, 220)
(41, 221)
(108, 221)
(53, 222)
(54, 222)
(56, 222)
(53, 223)
(55, 223)
(56, 223)
(138, 224)
(163, 224)
(138, 225)
(164, 225)
(24, 226)
(40, 226)
(220, 226)
(24, 227)
(25, 227)
(26, 227)
(40, 227)
(28, 228)
(31, 228)
(40, 228)
(41, 229)
(98, 229)
(123, 229)
(200, 229)
(27, 230)
(36, 230)
(37, 230)
(40, 230)
(31, 231)
(32, 231)
(34, 231)
(40, 231)
(24, 232)
(26, 232)
(27, 232)
(40, 232)
(44, 233)
(75, 233)
(76, 233)
(200, 233)
(201, 233)
(40, 234)
(108, 234)
(183, 235)
(188, 235)
(160, 236)
(167, 236)
(160, 237)
(168, 237)
(149, 238)
(165, 238)
(149, 239)
(166, 239)
(183, 240)
(184, 240)
(192, 240)
(102, 241)
(183, 241)
(184, 241)
(75, 242)
(76, 242)
(183, 242)
(186, 242)
(56, 243)
(57, 243)
(58, 243)
(181, 243)
(183, 243)
(184, 243)
(52, 244)
(56, 244)
(59, 244)
(181, 244)
(183, 244)
(184, 244)
(98, 245)
(183, 245)
(184, 245)
(61, 246)
(62, 246)
(58, 247)
(60, 247)
(61, 247)
(59, 248)
(61, 248)
(75, 248)
(76, 248)
(92, 249)
(119, 249)
(66, 250)
(195, 250)
(196, 250)
(197, 250)
(198, 250)
(86, 251)
(91, 251)
(93, 251)
(121, 251)
(66, 252)
(67, 252)
(195, 252)
(196, 252)
(197, 252)
(198, 252)
(89, 253)
(90, 253)
(91, 253)
(92, 253)
(121, 253)
(66, 254)
(77, 254)
(195, 254)
(196, 254)
(197, 254)
(198, 254)
(66, 255)
(78, 255)
(195, 255)
(196, 255)
(197, 255)
(198, 255)
(66, 256)
(68, 256)
(195, 256)
(196, 256)
(197, 256)
(198, 256)
(66, 257)
(69, 257)
(195, 257)
(196, 257)
(197, 257)
(198, 257)
(66, 258)
(70, 258)
(195, 258)
(196, 258)
(197, 258)
(198, 258)
(66, 259)
(71, 259)
(195, 259)
(196, 259)
(197, 259)
(198, 259)
(66, 260)
(72, 260)
(195, 260)
(196, 260)
(197, 260)
(198, 260)
(66, 261)
(73, 261)
(195, 261)
(196, 261)
(197, 261)
(198, 261)
(94, 262)
(179, 262)
(64, 263)
(66, 263)
(195, 263)
(196, 263)
(197, 263)
(198, 263)
(179, 264)
(180, 264)
(182, 264)
(179, 265)
(181, 265)
(182, 265)
(121, 266)
(183, 266)
(66, 267)
